exerciseId,sessionId,participantId,step,time,state
1,1,1,10,8.1,2
1,1,1,1,2.3,1
1,1,1,2,3.7,1
1,1,1,3,4.5,1
1,1,1,4,5.4,1
1,1,1,5,6.1,1
1,1,1,6,6.9,1
1,1,1,7,7.5,1
1,1,1,8,8.1,1
1,1,1,9,8.7,1
1,1,1,10,9.3,2
1,1,1,1,2.4,1
1,1,1,2,2.8,1
1,1,1,3,3.2,1
1,1,1,4,3.5,1
1,1,1,5,3.8,1
1,1,1,6,4.1,1
1,1,1,7,4.4,1
1,1,1,8,4.7,1
1,1,1,9,5.0,1
1,1,1,10,5.4,2
1,1,1,1,1.6,1
1,1,1,2,2.1,1
1,1,1,3,2.4,1
1,1,1,4,2.7,1
1,1,1,5,3.0,1
1,1,1,6,3.3,1
1,1,1,7,3.6,1
1,1,1,8,3.9,1
1,1,1,9,4.2,1
1,1,1,10,4.5,2
1,1,1,1,0.9,1
1,1,1,2,1.5,1
1,1,1,3,2.1,1
1,1,1,4,2.7,1
1,1,1,5,3.3,1
1,1,1,6,3.9,1
1,1,1,7,4.2,1
1,1,1,8,4.5,1
1,1,1,9,6.3,1
1,1,1,10,6.9,2
1,1,1,1,0.5,1
1,1,1,2,1.3,1
1,1,1,3,2.0,1
1,1,1,4,2.7,1
1,1,1,5,3.3,1
1,1,1,6,3.6,1
1,1,1,7,3.9,1
1,1,1,8,4.2,1
1,1,1,9,4.5,1
1,1,1,10,4.8,2
1,1,1,1,5.1,1
1,1,1,2,5.8,1
1,1,1,3,6.7,1
1,1,1,4,7.6,1
1,1,1,5,8.3,1
1,1,1,6,8.9,1
1,1,1,7,9.4,1
1,1,1,8,9.8,1
1,1,1,9,10.3,1
1,1,1,10,10.7,2
1,1,1,1,0.0,1
1,1,1,2,8.4,1
1,1,1,3,10.6,1
1,1,1,5,11.8,1
1,1,1,6,12.1,1
1,1,1,7,12.4,1
1,1,1,9,13.2,1
1,1,1,10,13.5,2
1,1,1,1,1.9,1
1,1,1,2,2.8,1
1,1,1,3,3.5,1
1,1,1,4,4.1,1
1,1,1,5,4.6,1
1,1,1,6,5.1,1
1,1,1,8,5.8,1
1,1,1,9,6.1,1
1,1,1,10,6.6,2
1,1,1,2,0.8,1
1,1,1,4,1.7,1
1,1,1,6,3.4,1
1,1,1,8,5.9,1
1,1,1,10,7.4,2
1,1,1,1,0.0,1
1,1,1,3,1.5,1
1,1,1,5,2.5,1
1,1,1,7,3.3,1
1,1,1,9,4.0,1
1,1,1,1,0.0,1
1,1,1,1,0.9,1
1,1,1,3,2.1,1
1,1,1,4,2.7,1
1,1,1,5,3.9,1
1,1,1,6,4.4,1
1,1,1,7,5.4,1
1,1,1,8,5.9,1
1,1,1,9,6.3,1
1,1,1,10,7.0,2
1,1,1,1,1.0,1
1,1,1,2,1.9,1
1,1,1,3,2.4,1
1,1,1,4,2.8,1
1,1,1,5,3.2,1
1,1,1,6,3.6,1
1,1,1,7,4.0,1
1,1,1,8,4.4,1
1,1,1,9,4.8,1
1,1,1,10,5.2,2
1,1,1,1,1.0,1
1,1,1,2,1.5,1
1,1,1,3,2.4,1
1,1,1,4,3.0,1
1,1,1,5,3.5,1
1,1,1,6,4.1,1
1,1,1,7,4.8,1
1,1,1,8,5.5,1
1,1,1,9,6.3,1
1,1,1,10,6.8,2
1,1,1,1,1.5,1
1,1,1,2,1.9,1
1,1,1,3,2.6,1
1,1,1,4,3.1,1
1,1,1,5,3.7,1
1,1,1,6,4.3,1
1,1,1,7,4.8,1
1,1,1,8,5.4,1
1,1,1,9,7.1,1
1,1,1,10,7.5,2
1,1,1,1,1.2,1
1,1,1,2,1.9,1
1,1,1,3,2.6,1
1,1,1,4,3.2,1
1,1,1,5,3.8,1
1,1,1,6,4.5,1
1,1,1,7,5.1,1
1,1,1,8,5.6,1
1,1,1,9,6.2,1
1,1,1,10,6.9,2
1,1,1,1,0.9,1
1,1,1,2,1.3,1
1,1,1,3,2.2,1
1,1,1,4,2.6,1
1,1,1,5,3.7,1
1,1,1,7,4.0,1
1,1,1,8,4.9,1
1,1,1,9,5.7,1
1,1,1,10,6.4,2
1,1,1,1,8.4,1
1,1,1,2,9.4,1
1,1,1,3,10.5,1
1,1,1,4,14.9,1
1,1,1,5,17.9,1
1,1,1,6,19.1,1
1,1,1,7,20.0,1
1,1,1,8,20.6,1
1,1,1,9,21.5,1
1,1,1,10,22.1,2
1,1,1,1,1.6,1
1,1,1,2,2.4,1
1,1,1,3,2.9,1
1,1,1,4,4.4,1
1,1,1,5,5.1,1
1,1,1,6,6.3,1
1,1,1,7,6.8,1
1,1,1,8,9.3,1
1,1,1,9,9.8,1
1,1,1,10,12.1,2
1,1,1,1,1.3,1
1,1,1,2,2.5,1
1,1,1,3,3.7,1
1,1,1,4,4.8,1
1,1,1,5,5.9,1
1,1,1,6,6.8,1
1,1,1,7,8.1,1
1,1,1,8,8.8,1
1,1,1,9,9.9,1
1,1,1,10,10.7,2
1,1,1,1,1.6,1
1,1,1,2,2.6,1
1,1,1,3,3.5,1
1,1,1,4,4.2,1
1,1,1,5,5.0,1
1,1,1,6,5.7,1
1,1,1,7,6.4,1
1,1,1,8,7.0,1
1,1,1,9,7.6,1
1,1,1,10,8.2,2
1,1,1,1,5.1,1
1,1,1,2,6.4,1
1,1,1,3,7.3,1
1,1,1,4,8.0,1
1,1,1,5,8.9,1
1,1,1,6,9.6,1
1,1,1,7,10.4,1
1,1,1,8,10.9,1
1,1,1,9,11.6,1
1,1,1,10,12.1,2
1,1,1,1,4.9,1
1,1,1,2,8.2,1
1,1,1,3,10.8,1
1,1,1,4,13.6,1
1,1,1,5,16.1,1
1,1,1,6,18.9,1
1,1,1,7,21.6,1
1,1,1,8,24.9,1
1,1,1,9,27.7,1
1,1,1,10,31.2,2
1,1,1,1,1.6,1
1,1,1,2,3.3,1
1,1,1,3,4.9,1
1,1,1,4,6.3,1
1,1,1,5,7.7,1
1,1,1,6,9.0,1
1,1,1,7,10.5,1
1,1,1,8,12.0,1
1,1,1,9,13.4,1
1,1,1,10,14.8,2
1,1,1,1,1.6,1
1,1,1,2,2.8,1
1,1,1,3,4.0,1
1,1,1,4,5.3,1
1,1,1,5,6.6,1
1,1,1,6,7.8,1
1,1,1,7,9.1,1
1,1,1,8,10.4,1
1,1,1,9,11.8,1
1,1,1,10,13.1,2
1,1,1,1,42.9,1
1,1,1,2,44.8,1
1,1,1,3,46.6,1
1,1,1,4,48.3,1
1,1,1,5,50.1,1
1,1,1,6,51.8,1
1,1,1,7,53.6,1
1,1,1,8,55.3,1
1,1,1,9,57.0,1
1,1,1,10,58.8,2
1,1,1,1,100.9,1
1,1,1,2,103.5,1
1,1,1,1,2.1,1
1,1,1,2,3.0,1
1,1,1,3,3.9,1
1,1,1,4,4.7,1
1,1,1,5,5.6,1
1,1,1,6,6.4,1
1,1,1,7,7.2,1
1,1,1,8,8.1,1
1,1,1,9,9.0,1
1,1,1,10,9.8,2
1,1,1,1,2.1,1
1,1,1,2,3.3,1
1,1,1,3,4.5,1
1,1,1,4,6.5,1
1,1,1,5,7.4,1
1,1,1,6,8.4,1
1,1,1,7,9.3,1
1,1,1,8,10.3,1
1,1,1,9,11.7,1
1,1,1,10,12.7,2
1,1,1,1,1.6,1
1,1,1,2,2.8,1
1,1,1,3,3.9,1
1,1,1,4,4.9,1
1,1,1,5,6.2,1
1,1,1,6,7.2,1
1,1,1,7,8.3,1
1,1,1,8,9.2,1
1,1,1,9,10.2,1
1,1,1,10,11.1,2
1,1,1,1,6.2,1
1,1,1,2,7.9,1
1,1,1,3,9.2,1
1,1,1,4,10.3,1
1,1,1,5,11.3,1
1,1,1,6,12.2,1
1,1,1,7,13.2,1
1,1,1,8,14.1,1
1,1,1,9,15.2,1
1,1,1,10,16.2,2
1,1,1,1,2.1,1
1,1,1,2,3.5,1
1,1,1,3,4.9,1
1,1,1,4,5.8,1
1,1,1,5,6.9,1
1,1,1,6,7.6,1
1,1,1,7,8.6,1
1,1,1,8,9.5,1
1,1,1,9,10.4,1
1,1,1,10,11.3,2
1,1,1,1,3.4,1
1,1,1,2,4.1,1
1,1,1,3,4.9,1
1,1,1,4,5.7,1
1,1,1,5,6.4,1
1,1,1,6,7.0,1
1,1,1,7,7.7,1
1,1,1,8,8.3,1
1,1,1,9,9.0,1
1,1,1,10,9.5,2
1,1,1,1,4.4,1
1,1,1,2,8.1,1
1,1,1,1,7.6,1
1,1,1,2,9.5,1
1,1,1,3,12.1,1
1,1,1,4,14.6,1
1,1,1,5,15.9,1
1,1,1,6,16.9,1
1,1,1,7,18.7,1
1,1,1,8,19.8,1
1,1,1,9,21.1,1
1,1,1,10,22.5,2
1,1,1,1,2.8,1
1,1,1,2,3.8,1
1,1,1,3,5.1,1
1,1,1,4,5.9,1
1,1,1,5,21.1,1
1,1,1,6,22.2,1
1,1,1,7,23.2,1
1,1,1,8,23.9,1
1,1,1,9,24.7,1
1,1,1,10,25.5,2
1,1,1,1,2.3,1
1,1,1,2,5.3,1
1,1,1,3,6.8,1
1,1,1,4,7.8,1
1,1,1,5,8.7,1
1,1,1,6,9.5,1
1,1,1,7,10.4,1
1,1,1,8,11.1,1
1,1,1,9,13.2,1
1,1,1,10,14.1,2
1,1,1,1,2.5,1
1,1,1,2,6.1,1
1,1,1,3,7.1,1
1,1,1,4,7.8,1
1,1,1,5,8.6,1
1,1,1,6,9.2,1
1,1,1,7,10.1,1
1,1,1,8,10.7,1
1,1,1,9,12.6,1
1,1,1,10,13.4,2
1,1,1,1,2.0,1
1,1,1,2,3.0,1
1,1,1,3,4.0,1
1,1,1,4,4.8,1
1,1,1,5,5.7,1
1,1,1,6,6.6,1
1,1,1,7,7.7,1
1,1,1,8,8.5,1
1,1,1,9,9.7,1
1,1,1,10,10.6,2
2,1,7,1,2.7,1
2,1,7,2,3.5,1
2,1,7,3,4.4,1
2,1,7,4,5.1,1
2,1,7,5,5.8,2
2,1,7,1,2.9,1
2,1,7,2,3.8,2
2,1,7,1,3.5,1
2,1,7,2,4.4,2
2,1,7,1,1.6,1
2,1,7,2,2.4,2
2,2,7,1,2.2,1
2,2,7,2,15.5,2
2,2,7,1,1.5,2
2,2,7,1,1.4,2
2,2,7,1,0.9,2
2,2,7,1,1.0,2
2,2,7,1,0.9,2
2,2,7,1,0.9,2
2,2,7,1,0.9,2
2,2,7,1,1.2,2
2,2,7,1,0.7,2
2,2,7,1,0.6,2
2,2,7,1,0.3,2
2,2,7,1,4.2,2
2,2,7,1,0.3,2
2,2,7,1,0.3,2
2,2,7,1,3.1,2
2,2,7,1,1.3,1
2,2,7,2,2.0,1
2,2,7,3,3.0,2
2,2,7,1,0.4,1
2,2,7,2,0.8,1
2,2,7,3,1.4,2
2,2,7,1,0.3,1
2,2,7,2,0.7,1
2,2,7,3,1.2,2
1,1,1,1,5.6,1
1,1,1,2,6.6,1
1,1,1,3,7.6,1
1,1,1,4,8.4,1
1,1,1,5,9.1,1
1,1,1,6,9.9,1
1,1,1,7,10.6,1
1,1,1,8,11.3,1
1,1,1,9,12.0,1
1,1,1,10,12.8,2
1,1,1,1,2.9,1
1,1,1,2,3.8,1
1,1,1,3,4.5,1
1,1,1,4,5.2,1
1,1,1,5,5.9,1
1,1,1,6,6.6,1
1,1,1,7,7.3,1
1,1,1,8,7.9,1
1,1,1,9,8.6,1
1,1,1,10,9.3,2
1,1,1,1,1.3,2
1,1,1,1,1.5,1
1,1,1,2,2.1,1
1,1,1,3,2.8,1
1,1,1,4,3.3,1
1,1,1,1,0.5,1
1,1,1,2,1.3,1
1,1,1,3,2.2,1
1,1,1,4,3.1,1
1,1,1,5,3.9,1
1,1,1,6,4.7,1
1,1,1,7,5.5,1
1,1,1,8,6.3,1
1,1,1,9,7.1,1
1,1,1,10,7.9,2
1,1,1,1,0.7,1
1,1,1,2,2.0,1
1,1,1,3,2.7,1
1,1,1,4,3.4,1
1,1,1,5,3.9,1
1,1,1,6,4.4,1
1,1,1,7,5.0,1
1,1,1,8,5.4,1
1,1,1,9,5.7,1
1,1,1,10,6.0,2
1,1,1,1,11.9,1
1,1,1,2,13.1,1
1,1,1,3,14.2,1
1,1,1,4,15.0,1
1,1,1,5,16.0,1
1,1,1,6,16.9,1
1,1,1,7,17.9,1
1,1,1,8,18.8,1
1,1,1,9,22.4,1
1,1,1,10,23.6,2
1,1,1,1,4.4,1
1,1,1,2,6.0,1
1,1,1,3,7.9,1
1,1,1,4,8.8,1
1,1,1,5,9.6,1
1,1,1,6,10.1,1
1,1,1,7,10.6,1
1,1,1,8,11.5,1
1,1,1,9,12.2,1
1,1,1,10,15.0,2
1,1,1,1,1.2,1
1,1,1,2,2.4,1
1,1,1,3,3.4,1
1,1,1,4,4.2,1
1,1,1,5,5.1,1
1,1,1,6,6.0,1
1,1,1,7,6.9,1
1,1,1,8,7.7,1
1,1,1,9,8.5,1
1,1,1,10,11.3,2
1,1,1,1,0.7,1
1,1,1,2,1.3,1
1,1,1,3,1.7,1
1,1,1,4,3.8,1
1,1,1,5,4.7,1
1,1,1,6,5.3,1
1,1,1,7,5.9,1
1,1,1,8,6.3,1
1,1,1,9,6.8,1
1,1,1,10,7.4,2
1,1,1,1,15.2,1
1,1,1,2,16.2,1
1,1,1,3,17.2,1
1,1,1,4,17.7,1
1,1,1,5,18.4,1
1,1,1,6,19.1,1
1,1,1,7,19.7,1
1,1,1,8,20.5,1
1,1,1,9,21.1,1
1,1,1,10,21.7,2
1,1,1,1,1.1,1
1,1,1,2,1.7,1
1,1,1,3,2.4,1
1,1,1,4,8.7,1
1,1,1,5,9.6,1
1,1,1,6,10.6,1
1,1,1,7,11.1,1
1,1,1,8,11.6,1
1,1,1,9,12.4,1
1,1,1,10,12.9,2
1,1,1,1,0.9,1
1,1,1,2,1.7,1
1,1,1,3,2.2,1
1,1,1,4,2.6,1
1,1,1,5,3.1,1
1,1,1,6,3.6,1
1,1,1,7,4.2,1
1,1,1,8,4.6,1
1,1,1,9,5.0,1
1,1,1,10,5.8,2
1,1,1,1,1.6,1
1,1,1,2,2.6,1
1,1,1,3,3.3,1
1,1,1,4,3.9,1
1,1,1,5,4.7,1
1,1,1,6,5.3,1
1,1,1,7,5.7,1
1,1,1,8,6.8,1
1,1,1,9,7.5,1
1,1,1,10,8.7,1
1,1,1,11,9.2,1
1,1,1,12,10.2,1
1,1,1,13,10.8,1
1,1,1,14,11.4,1
1,1,1,15,12.2,1
1,1,1,16,13.4,1
1,1,1,17,14.1,1
1,1,1,18,16.1,1
1,1,1,19,16.7,1
1,1,1,20,17.8,2
1,1,1,1,2.0,1
1,1,1,2,3.3,1
1,1,1,3,4.3,1
1,1,1,4,5.2,1
1,1,1,5,5.7,1
1,1,1,6,6.1,1
1,1,1,7,6.6,1
1,1,1,8,7.0,1
1,1,1,9,7.4,1
1,1,1,10,7.8,2
1,1,1,1,2.3,1
1,1,1,2,3.5,1
1,1,1,3,4.5,1
1,1,1,4,5.6,1
1,1,1,5,6.6,1
1,1,1,6,7.5,1
1,1,1,7,8.5,1
1,1,1,9,8.9,1
1,1,1,10,9.5,1
1,1,1,11,11.5,1
1,1,1,12,12.1,1
1,1,1,13,12.6,1
1,1,1,14,13.1,1
1,1,1,15,13.6,1
1,1,1,16,14.3,1
1,1,1,17,14.8,1
1,1,1,18,15.2,1
1,1,1,19,15.6,1
1,1,1,20,16.0,2
1,1,1,1,0.5,1
1,1,1,2,0.9,1
1,1,1,3,1.2,1
1,1,1,4,1.8,1
1,1,1,5,2.1,1
1,1,1,6,2.5,1
1,1,1,7,2.8,1
1,1,1,8,3.1,1
1,1,1,9,3.6,1
1,1,1,10,3.8,1
1,1,1,11,4.2,1
1,1,1,12,4.7,1
1,1,1,13,5.0,1
1,1,1,14,5.3,1
1,1,1,15,5.6,1
1,1,1,16,6.0,1
1,1,1,17,6.3,1
1,1,1,18,6.8,1
1,1,1,19,7.0,1
1,1,1,20,7.4,2
1,1,1,1,0.2,1
1,1,1,2,0.7,1
1,1,1,3,0.9,1
1,1,1,4,1.1,1
1,1,1,5,1.4,1
1,1,1,6,1.6,1
1,1,1,7,1.8,1
1,1,1,8,2.2,1
1,1,1,9,2.3,1
1,1,1,10,2.8,1
1,1,1,11,3.0,1
1,1,1,12,3.4,1
1,1,1,13,3.7,1
1,1,1,14,4.2,1
1,1,1,15,4.5,1
1,1,1,16,4.8,1
1,1,1,17,5.2,1
1,1,1,18,5.4,1
1,1,1,19,5.6,1
1,1,1,20,6.0,2
1,1,1,1,0.2,1
1,1,1,2,0.4,1
1,1,1,3,0.7,1
1,1,1,4,0.8,1
1,1,1,5,1.2,1
1,1,1,6,1.5,1
1,1,1,7,1.8,1
1,1,1,8,2.0,1
1,1,1,9,2.6,1
1,1,1,10,2.8,1
1,1,1,11,3.4,1
1,1,1,12,3.7,1
1,1,1,13,4.1,1
1,1,1,14,4.2,1
1,1,1,15,4.5,1
1,1,1,16,4.8,1
1,1,1,17,5.0,1
1,1,1,18,5.3,1
1,1,1,19,5.4,1
1,1,1,20,5.6,2
1,1,1,1,11.6,1
1,1,1,2,12.6,1
1,1,1,3,13.5,1
1,1,1,4,14.0,1
1,1,1,5,14.5,1
1,1,1,6,15.0,1
1,1,1,7,15.4,1
1,1,1,8,15.9,1
1,1,1,9,16.3,1
1,1,1,10,18.4,1
1,1,1,1,0.9,1
1,1,1,2,2.4,1
1,1,1,3,3.2,1
